WaveYear,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q23,Q24,Q25,Q26,Q27,Q28,Q29_1,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q31_NPS_GROUP,Q31,Q33_1,Q33_2,Q33_3,Q33_4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q17,Q9 - Parent Topics
,"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2011""}","{""ImportId"":""QID2012""}","{""ImportId"":""QID2013""}","{""ImportId"":""QID2014""}","{""ImportId"":""QID2015""}","{""ImportId"":""QID2016_TEXT""}","{""ImportId"":""QID2017_1""}","{""ImportId"":""QID2017_4""}","{""ImportId"":""QID2017_5""}","{""ImportId"":""QID2017_6""}","{""ImportId"":""QID2017_7""}","{""ImportId"":""QID2017_8""}","{""ImportId"":""QID2019_NPS_GROUP""}","{""ImportId"":""QID2019""}","{""ImportId"":""QID2021_1""}","{""ImportId"":""QID2021_2""}","{""ImportId"":""QID2021_3""}","{""ImportId"":""QID2021_4""}",,,,,,,"{""ImportId"":""QID2005""}","{""ImportId"":""QID8_TEXT_98d09e12885144e18ddbbbc2ParTopics""}"
5,1/10/2021 13:37,1/10/2021 13:52,0,97.100.178.130,100,929,1,1/10/2021 13:52,R_3lGmwDXPG1Q6rdk,,,,,28.6840972900390625,-81.28119659,anonymous,EN,1,1,2,1,3,Computer Science ,1,5,1,1,,7,3,10,,,,,0.68,1,1,1,1,1,2,
5,1/10/2021 13:37,1/10/2021 13:53,0,142.117.206.23,100,988,1,1/10/2021 13:53,R_We2UKw79NZWZttv,,,,,45.541900634765625,-73.6312027,qr,EN,1,2,1,1,3,Computer science,7,5,4,7,2,5,3,9,,,,,0.78,1,0.71,1,0.86,1,2,
5,1/10/2021 13:36,1/10/2021 13:36,0,174.225.144.46,4,11,0,1/17/2021 13:37,R_1jqCDHCJAX1Qyfu,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:37,0,74.192.182.161,4,11,0,1/17/2021 13:37,R_YXn18jVA0B1xweB,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:37,0,73.189.58.191,4,6,0,1/17/2021 13:37,R_21mmEUhgaBJXrWc,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:36,1/10/2021 13:37,0,24.228.209.221,4,49,0,1/17/2021 13:37,R_x9mfQCALqt3tgzf,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:36,1/10/2021 13:37,0,45.155.40.4,4,44,0,1/17/2021 13:38,R_rjyAnMJYxsGnN05,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:38,0,66.30.112.255,4,47,0,1/17/2021 13:38,R_31QskZ0NjMssfSC,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:38,0,72.225.60.45,4,76,0,1/17/2021 13:38,R_e3haN35G1WTxQSB,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:38,1/10/2021 13:38,0,174.222.18.86,4,13,0,1/17/2021 13:38,R_2v2HPnJFlkfH2eN,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:38,1/10/2021 13:38,0,45.50.3.236,4,12,0,1/17/2021 13:38,R_2QlzLSBHmW5h4jO,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:39,0,66.169.196.145,47,128,0,1/17/2021 13:39,R_3QPHu1IcpPWWYyB,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science,5,4,0,2,,,3,10,,,,,,,,,,,,
5,1/10/2021 13:39,1/10/2021 13:39,0,84.65.63.245,4,15,0,1/17/2021 13:39,R_2Cxe7bxkW2PK3Ua,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:39,1/10/2021 13:39,0,76.176.250.8,21,34,0,1/17/2021 13:39,R_3jYT3siAlQxBZJA,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:36,1/10/2021 13:39,0,208.64.158.255,26,181,0,1/17/2021 13:40,R_3HHosWgaRc42p9J,,,,,,,anonymous,EN,1,2,1,2,3,Computer Science,6,5,0,3,1,7,2,7,,,,,0.61,1,1,1,1,1,,
5,1/10/2021 13:36,1/10/2021 13:40,0,205.178.20.214,36,211,0,1/17/2021 13:40,R_29OL7smHWLeItXj,,,,,,,qr,EN,1,2,1,3,3,computer science,3,6,5,3,5,7,2,7,,,,,0.5,0.3,0.7,0.5,0.6,0.81,,
5,1/10/2021 13:37,1/10/2021 13:40,0,94.249.87.219,4,180,0,1/17/2021 13:40,R_1gAAj2XMSUaMa08,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:40,0,104.35.67.2,25,172,0,1/17/2021 13:40,R_1r1eSMoauBL0G7p,,,,,,,qr,EN,1,4,1,1,3,CS,1,3,1,4,3,3,2,8,,,,,,,,,,,,
5,1/10/2021 13:36,1/10/2021 13:40,0,82.14.69.12,23,245,0,1/17/2021 13:41,R_1cXMNiJ9GahLSfL,,,,,,,qr,EN,3,2,1,3,1,Cyber Security,2,5,2,5,5,2,3,9,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:41,0,8.39.123.225,23,284,0,1/17/2021 13:42,R_erlNOxQ9kIjQ6MF,,,,,,,qr,EN,1,2,1,3,3,Cybersecurity,3,3,1,7,7,3,1,1,,,,,,,,,,,,
5,1/10/2021 13:39,1/10/2021 13:41,0,173.27.186.43,23,92,0,1/17/2021 13:42,R_2cb86ulowe4oD8B,,,,,,,qr,EN,1,2,1,1,3,Computer Science,0,,0,,,,2,8,,,,,,,,,,,,
5,1/10/2021 13:36,1/10/2021 13:42,0,108.207.10.214,25,354,0,1/17/2021 13:42,R_3kc4QrydctmDdGd,,,,,,,qr,EN,1,2,1,3,3,Cybersecurity,4,3,2,5,1,4,3,10,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:43,0,172.72.58.98,23,405,0,1/17/2021 13:44,R_23sSWLKBYDHMqKl,,,,,,,qr,EN,1,2,1,2,4,Information Security ,1,3,,6,6,5,2,7,,,,,,,,,,,,
5,1/10/2021 13:36,1/10/2021 13:44,0,174.69.17.171,36,460,0,1/17/2021 13:45,R_2w5GcEyqrM0IHpx,,,,,,,qr,EN,1,1,1,4,3,Cybersecurity,2,2,0,4,7,3,3,10,,,,,,0,,,,,,
5,1/10/2021 13:39,1/10/2021 13:45,0,172.119.241.208,32,364,0,1/17/2021 13:45,R_3O1VDnk7TDha1Rg,,,,,,,qr,EN,3,2,1,1,3,Computer Information Systems,3,5,0,3,2,7,3,10,,,,,0.5,0.81,0.81,0.9,0.9,1,,
5,1/10/2021 13:36,1/10/2021 13:45,0,173.20.47.109,36,532,0,1/17/2021 13:45,R_3iL38BkFFYTYzfk,,,,,,,qr,EN,1,2,1,2,3,CyberSecurity and Computer Science,0,2,0,4,5,3,3,10,,,,,0.47,1,1,0.56,1,0.56,,
5,1/10/2021 13:37,1/10/2021 13:45,0,70.191.171.18,36,509,0,1/17/2021 13:45,R_3fvgXCCju0OF8T2,,,,,,,qr,EN,1,2,2,2,3,Cybersecurity,4,5,1,2,2,7,3,10,,,,,0.95,1,1,0.95,1,0.92,,
5,1/10/2021 13:37,1/10/2021 13:46,0,61.74.230.36,30,542,0,1/17/2021 13:46,R_XMRFF8oEW6dOWPL,,,,,,,qr,EN,1,2,2,4,4,Computing Security,6,4,1,3,7,,3,9,,,,,0.1,0.4,0.8,0.35,0.7,0.5,,
5,1/10/2021 13:47,1/10/2021 13:48,0,8.9.83.235,4,7,0,1/17/2021 13:48,R_r25IKqccXbnxq5b,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:47,1/10/2021 13:47,0,172.249.135.241,4,17,0,1/17/2021 13:48,R_9v2H8j2LsZsVIsx,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:37,1/10/2021 13:48,0,136.24.107.116,62,640,0,1/17/2021 13:48,R_2dniKCiT1iuRTEN,,,,,,,qr,EN,1,2,2,3,1,Information Security,4,4,2,3,2,4,3,10,,,,,0.3,0.8,0.8,0.6,0.88,0.99,,
5,1/10/2021 13:40,1/10/2021 13:49,0,188.247.72.151,26,551,0,1/17/2021 13:49,R_WDxEKx6DzNNVBuN,,,,,,,anonymous,EN,1,2,1,4,3,Network and information security engineering ,5,6,2,2,2,7,3,10,,,,,0.72,0.76,0.88,0.75,0.89,0.85,,
5,1/10/2021 13:41,1/10/2021 14:01,0,71.92.220.125,4,1178,0,1/17/2021 14:02,R_21ddFNhmZs0NSQn,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:38,1/10/2021 14:04,0,73.160.222.170,23,1590,0,1/17/2021 14:05,R_214a2d7vz1woWes,,,,,,,qr,EN,3,2,1,2,1,Computing and Security Technology,7,5,0,3,3,7,2,8,,,,,,,,,,,,
5,1/10/2021 13:41,1/10/2021 14:26,0,76.86.80.7,25,2681,0,1/17/2021 14:27,R_0St2eu8BIKZ20ox,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science with Business,6,4,1,4,,5,3,10,,,,,,,,,,,,
5,1/10/2021 13:36,1/10/2021 14:28,0,80.4.196.173,23,3062,0,1/17/2021 14:28,R_cAPZCcaehHkEXaV,,,,,,,qr,EN,1,2,1,1,3,Forensic Computing and Security,2,2,0,4,3,4,3,10,,,,,,,,,,,,
5,1/10/2021 13:40,1/10/2021 14:43,0,98.10.240.42,4,3786,0,1/17/2021 14:43,R_pc3DsqsdhhfVBBv,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,1/10/2021 13:38,1/10/2021 21:38,0,98.10.40.13,36,28779,0,1/17/2021 21:38,R_3QKlucMrKpQluXG,,,,,,,anonymous,EN,1,2,1,3,3,Cybersecurity,5,5,1,3,7,7,2,7,,,,,0.5,0.4,0.44,0.56,0.6,0.8,,
5,10/24/2021 9:11,10/24/2021 9:14,0,194.183.9.106,100,200,1,10/24/2021 9:14,R_uyajsLfQZKtBHYl,,,,,41.8903961181640625,12.512603759765625,anonymous,EN,1,1,1,4,3,Networks and information security engineering,5,5,2,6,4,7,3,10,,,,,,,,,,,,
5,10/24/2021 9:09,10/24/2021 9:14,0,94.198.43.75,100,338,1,10/24/2021 9:14,R_10DauoV5DBczK8G,,,,,1.2982025146484375,103.783599853515625,anonymous,EN,1,2,1,4,2,Cybersecurity,7,3,2,5,7,7,2,7,,,,,0.85,1,0.46,0.68,0.96,0.84,2,
5,10/24/2021 9:10,10/24/2021 9:16,0,37.165.200.73,100,361,1,10/24/2021 9:16,R_YRfXIFGmuueS3Tz,,,,,48.8582000732421875,2.3386993408203125,qr,EN,1,2,1,4,2,Cybersecurity,4,3,2,4,7,7,3,10,,,,,1,1,1,1,1,1,2,
5,10/24/2021 9:10,10/24/2021 9:17,0,79.95.86.194,100,403,1,10/24/2021 9:17,R_334ivSNz2Vvdyrb,,,,,47.2144927978515625,-1.551193237,qr,EN,1,4,1,3,2,Cyberdefense,7,4,2,3,3,7,2,7,,,,,0.9,0.77,0.96,0.84,0.76,0.88,2,
5,10/24/2021 9:10,10/24/2021 9:19,0,31.39.39.93,100,558,1,10/24/2021 9:19,R_1Cj8AhFupyMDAO9,,,,,47.6580963134765625,-2.755203247,qr,EN,1,2,1,3,2,Cyberdefence ,2,4,2,5,7,3,3,9,,,,,0.83,1,1,0.88,1,1,2,
5,10/24/2021 9:10,10/24/2021 9:21,0,37.37.122.195,100,658,1,10/24/2021 9:21,R_3stgaV7M74oSBE8,,,,,29.36450195,47.9889068603515625,anonymous,EN,1,2,3,1,2,Bachelor of Computer Engineering,3,1,0,4,1,1,3,10,,,,,0.1,0.1,0.09,0.06,0.13,0.11,1,
5,10/24/2021 9:07,10/24/2021 9:23,0,86.99.47.152,100,906,1,10/24/2021 9:23,R_1K1hFWIwd4oexyL,,,,,25.26330566,55.3087005615234375,qr,EN,1,1,1,4,3,Computing Security ,,2,0,1,5,,3,10,,,,,0.5,0.87,0.73,0.39,0.85,0.85,2,
5,10/24/2021 9:07,10/24/2021 9:23,0,89.102.3.75,100,938,1,10/24/2021 9:23,R_b4rEDGy7OZXt9h7,,,,,49.203399658203125,16.6967926025390625,anonymous,EN,1,2,1,4,3,Cybersecurity,3,1,,4,7,5,2,7,,,,,0.81,0.81,0.48,0.37,0.48,0.49,2,
5,10/24/2021 9:17,10/24/2021 9:23,0,86.49.242.104,100,354,1,10/24/2021 9:23,R_z3arOpfLGggZG6Z,,,,,50.0803985595703125,14.5045013427734375,anonymous,EN,1,2,1,1,5,,3,2,0,1,5,5,1,5,,,,,,,,,,,2,
5,10/24/2021 9:13,10/24/2021 9:31,0,31.39.39.93,100,1041,1,10/24/2021 9:31,R_1QtMdvwPkFKITYw,,,,,47.6580963134765625,-2.755203247,qr,EN,1,2,1,3,2,Cybersecurity,5,3,1,2,7,7,2,8,,,,,0.4,0.8,1,0.8,0.9,0.8,2,
5,10/24/2021 9:10,10/24/2021 9:43,0,188.71.200.165,100,1976,1,10/24/2021 9:43,R_22GqhOaPgawEMQB,,,,,29.36450195,47.9889068603515625,qr,EN,1,1,1,1,3,Computer engineering ,1,5,1,2,4,6,3,9,,,,,0.9,1,0.94,0.93,0.97,1,2,
5,10/24/2021 17:06,10/24/2021 17:11,0,173.174.203.191,100,288,1,10/24/2021 17:11,R_BRKdtLck8u6IVKF,,,,,29.702606201171875,-98.47589874,anonymous,EN,3,1,3,2,1,cs,3,2,1,6,2,3,1,6,,,,,,,,,,,,
5,10/24/2021 17:07,10/24/2021 17:12,0,70.122.46.190,100,311,1,10/24/2021 17:12,R_DAJIJwvDMhO9g41,,,,,29.5652008056640625,-98.61450195,anonymous,EN,1,2,1,3,3,Cyber Security,4,3,1,4,4,7,1,6,,,,,0.44,1,1,0.77,0.63,0.85,2,
5,10/24/2021 17:07,10/24/2021 17:13,0,24.243.67.193,100,350,1,10/24/2021 17:13,R_O0slBWy7RcO7EDT,,,,,29.522003173828125,-98.59739685,anonymous,EN,1,1,1,4,4,"Master of Science - Information Technology, Cyber Security conc. ",3,4,2,4,7,7,1,6,,,,,0.6,0.61,0.84,0.62,1,0.7,2,
5,10/24/2021 17:10,10/24/2021 17:13,0,98.198.164.169,100,208,1,10/24/2021 17:13,R_Bti0AiJybowPuAp,,,,,29.542205810546875,-95.32119751,anonymous,EN,3,2,1,4,3,Computer Science,4,3,1,4,7,3,3,10,,,,,1,1,1,1,1,1,2,
5,10/24/2021 17:08,10/24/2021 17:14,0,107.77.197.217,100,342,1,10/24/2021 17:14,R_3e3HJYcI1oeDcei,,,,,32.779693603515625,-96.80220032,qr,EN,1,2,1,2,1, Computer Science,5,2,1,4,0,0,3,10,,,,,0.65,1,0.9,0.85,1,1,2,
5,10/24/2021 17:10,10/24/2021 17:14,0,129.244.150.67,100,273,1,10/24/2021 17:14,R_3lQV6rTyK5JxmAN,,,,,36.1493072509765625,-95.94989777,anonymous,EN,3,2,1,2,1,Computer Science,7,6,3,7,0,4,1,4,,,,,,,,,,,,
5,10/24/2021 17:07,10/24/2021 17:17,0,149.149.2.122,100,578,1,10/24/2021 17:17,R_2VQirHNbI4m7rq0,,,,,36.217803955078125,-85.54229736,qr,EN,1,2,1,3,3,Computer Science,3,4,2,6,4,1,3,10,,,,,0.6,1,1,1,0.8,1,2,
5,10/24/2021 17:08,10/24/2021 17:17,0,172.124.66.33,100,550,1,10/24/2021 17:17,R_10CXcKxlpPxjnnH,,,,,29.58819580078125,-98.51830292,anonymous,EN,1,1,3,2,3,Cybersecurity,2,0,0,7,3,7,3,9,,,,,0.1,0.75,0.15,0.07,0.49,1,2,
5,10/24/2021 17:10,10/24/2021 17:18,0,184.185.222.15,100,438,1,10/24/2021 17:18,R_22m26wsc7PHytFz,,,,,29.613800048828125,-82.38600159,anonymous,EN,3,4,1,1,1,c.s.,,,,,,,1,5,,,,,,,,,,,2,
5,10/24/2021 17:07,10/24/2021 17:18,0,76.253.52.202,100,669,1,10/24/2021 17:18,R_riHHnlGxOjQp7Ox,,,,,37.7758941650390625,-90.40709686,qr,EN,1,2,1,3,3,Cybersecurity ,1,1,,5,7,4,2,7,,,,,0.15,0.51,0.84,0.13,0.26,0.45,2,
5,10/24/2021 17:09,10/24/2021 17:18,0,73.7.104.69,100,559,1,10/24/2021 17:18,R_3kzW0rqRV2vX7Qo,,,,,33.9380950927734375,-84.46330261,anonymous,EN,1,2,2,3,3,Cybersecurity,7,3,2,4,3,7,3,9,,,,,0.6,0.3,0.69,0.7,0.4,0.3,2,
5,10/24/2021 17:09,10/24/2021 17:19,0,76.127.181.53,100,603,1,10/24/2021 17:19,R_Tn3hAE0Ct1eA4iB,,,,,41.2686004638671875,-72.96510315,anonymous,EN,1,2,1,4,4,Cybersecurity ,7,6,3,7,7,5,3,10,,,,,0.74,0.92,1,0.82,0.91,1,2,
5,10/24/2021 17:06,10/24/2021 17:20,0,132.170.212.18,100,819,1,10/24/2021 17:20,R_8r0FEwavaAxJWmd,,,,,28.5655975341796875,-81.25879669,qr,EN,1,4,1,1,1,Information Technology ,2,2,0,2,,7,1,4,,,,,0.7,0.75,0.75,0.69,0.64,0.71,2,
5,10/24/2021 17:09,10/24/2021 17:20,0,184.187.251.222,100,635,1,10/24/2021 17:20,R_a5e27Oan72w14L7,,,,,36.0431976318359375,-95.80719757,anonymous,EN,1,1,1,3,3,Computer Science/ Cyber Security,3,4,2,4,5,7,1,5,,,,,,,,,,,,
5,10/24/2021 17:09,10/24/2021 17:21,0,129.244.19.59,100,742,1,10/24/2021 17:21,R_3NVbTkT5ZBlO280,,,,,36.1493072509765625,-95.94989777,anonymous,EN,1,2,1,3,3,Computer Science ,2,3,1,2,5,1,3,10,,,,,0.4,0.87,0.35,0.84,0.84,0.85,2,
5,10/24/2021 17:07,10/24/2021 17:22,0,107.77.215.48,100,900,1,10/24/2021 17:22,R_2cqrM7AJPJA3cRr,,,,,28.63439941,-81.62210083,qr,EN,1,2,1,3,3,Computer Science/English,6,4,2,5,2,3,2,7,,,,,0.65,0.95,0.95,0.75,0.75,0.55,2,
5,10/24/2021 17:08,10/24/2021 17:22,0,107.127.49.114,100,829,1,10/24/2021 17:22,R_2ql1s8qv4AhrtJk,,,,,36.1670989990234375,-86.78610229,qr,EN,1,1,1,4,3,Computer Science,4,2,2,7,3,3,2,8,,,,,0.31,0.77,0.75,0.52,0.8,0.5,2,
5,10/24/2021 17:08,10/24/2021 17:22,0,132.170.212.18,100,850,1,10/24/2021 17:22,R_xtkFvd16Ffp6ead,,,,,28.5655975341796875,-81.25879669,qr,EN,1,4,1,1,3,Computer Science,6,3,0,2,0,5,2,8,,,,,0.6,0.76,0.5,0.55,0.85,0.7,2,
5,10/24/2021 17:09,10/24/2021 17:23,0,99.186.251.96,100,857,1,10/24/2021 17:23,R_Cg06J0FQAIilEVb,,,,,30.4593963623046875,-87.20749664,anonymous,EN,1,2,1,3,3,Cybersecurity and Software Design & Developement,,4,,2,3,1,3,10,,,,,1,1,0.75,0.75,1,1,2,
5,10/24/2021 17:07,10/24/2021 17:26,0,100.43.8.151,100,1108,1,10/24/2021 17:26,R_1j6rGrYdclQlUhf,,,,,30.5178985595703125,-87.22530365,anonymous,EN,1,2,1,3,3,Computer Science/Cybersecurity,3,4,1,3,5,2,2,8,,,,,0.61,0.95,0.8,0.9,0.8,0.6,2,
5,10/24/2021 17:08,10/24/2021 17:27,0,23.105.36.156,100,1179,1,10/24/2021 17:27,R_UGtNa6FJdT8q3bH,,,,,38.749298095703125,-77.4917984,anonymous,EN,1,2,1,1,1,Computer Science,1,2,0,3,0,3,1,4,,,,,0.1,0.2,0.5,0.2,0.5,0.5,2,
5,10/24/2021 17:10,10/24/2021 17:28,0,107.72.178.32,100,1069,1,10/24/2021 17:28,R_1dgK2PTPEfOs3Uq,,,,,28.63439941,-81.62210083,anonymous,EN,1,2,1,4,3,Computer Science,,3,1,0,0,3,3,9,,,,,0.62,0.92,0.65,1,1,0.35,2,
5,10/24/2021 17:14,10/24/2021 17:28,0,149.149.2.122,100,823,1,10/24/2021 17:28,R_xErDQrK9YRT0vvz,,,,,36.217803955078125,-85.54229736,anonymous,EN,1,2,1,3,4,Computer Science,4,3,0,1,7,3,1,2,,,,,0.52,0.9,0.89,0.55,0.71,0.92,2,
5,10/24/2021 17:08,10/24/2021 17:29,0,132.170.193.105,100,1225,1,10/24/2021 17:29,R_3k7dmTmdN6WTN0A,,,,,28.5655975341796875,-81.25879669,qr,EN,1,2,1,2,3,Computer Science,1,4,0,3,1,3,1,6,,,,,0.89,1,0.93,0.96,0.92,1,2,
5,10/24/2021 17:09,10/24/2021 19:16,0,64.189.16.76,100,7613,1,10/24/2021 19:16,R_10DBhWA3I2leOeV,,,,,35.302398681640625,-80.72039795,anonymous,EN,1,1,1,4,3,Computer Science,4,4,,5,7,2,2,8,,,,,0.8,1,1,0.9,1,1,2,
5,10/24/2021 9:08,10/24/2021 9:10,0,89.103.124.163,4,156,0,10/31/2021 9:10,R_3HHwpoZrNFq9ZIH,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 9:07,10/24/2021 9:10,0,46.185.169.200,74,205,0,10/31/2021 9:10,R_2bGGwHIkDpGh5nj,,,,,,,qr,EN,1,2,1,1,3,Computer Engineering ,0,5,0,2,4,4,3,10,,,,,0.75,1,1,0.77,0.9,1,1,
5,10/24/2021 9:07,10/24/2021 9:11,0,94.112.227.208,36,253,0,10/31/2021 9:11,R_2XhdokwKHLGP10u,,,,,,,qr,EN,1,2,1,1,1,,0,3,1,5,7,7,2,8,,,,,0.3,0.5,0.75,0.31,0.77,0.81,,
5,10/24/2021 9:10,10/24/2021 9:11,0,83.110.87.41,4,46,0,10/31/2021 9:11,R_x4Jgdz2Ntcjp52V,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 9:12,10/24/2021 9:14,0,157.230.43.156,53,151,0,10/31/2021 9:14,R_1pDsVdIBwlfybcS,,,,,,,anonymous,EN,1,2,5,2,4,IT,5,5,4,5,4,5,,,,,,,0.47,0.73,0.84,0.4,0.61,0.43,1,
5,10/24/2021 9:11,10/24/2021 9:16,0,78.213.180.197,4,309,0,10/31/2021 9:16,R_1IQV8GjxQ8pgqNa,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 9:10,10/24/2021 9:16,0,149.200.243.243,49,406,0,10/31/2021 9:16,R_3lzahGAekNgo4kP,,,,,,,anonymous,EN,1,2,1,4,5,NISE,7,3,1,3,2,,3,10,,,,,0.6,1,0.82,0.79,0.56,0.67,,
5,10/24/2021 9:11,10/24/2021 9:21,0,37.38.107.55,75,594,0,10/31/2021 9:21,R_21BUUcYeQTxmzPM,,,,,,,qr,EN,1,1,1,2,1,Computer engineering ,7,7,5,7,7,6,3,9,,,,,0.81,0.88,0.96,0.89,0.82,0.83,1,
5,10/24/2021 9:07,10/24/2021 9:24,0,31.39.39.93,28,1008,0,10/31/2021 9:24,R_1F9rc5Wn2rxEmoe,,,,,,,qr,EN,1,2,1,3,2,,3,4,,2,3,7,3,9,,,,,0.6,0.9,0.9,1,0.56,1,,
5,10/24/2021 9:08,10/24/2021 9:26,0,78.154.211.228,23,1104,0,10/31/2021 9:26,R_3fUEkypHZELFaXM,,,,,,,qr,EN,1,1,1,1,3,Computer Engineering ,0,3,0,3,6,4,3,9,,,,,,,,,,,,
5,10/24/2021 9:27,10/24/2021 9:29,0,92.98.53.145,25,98,0,10/31/2021 9:29,R_RtnNXCN2W9gZLKp,,,,,,,qr,EN,1,2,1,1,1,Computer security,0,1,0,3,4,0,2,8,,,,,,,,,,,,
5,10/24/2021 9:17,10/24/2021 9:31,0,94.207.12.123,0,874,0,10/31/2021 9:31,R_3CN8Z1o1D69jphN,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 9:21,10/24/2021 9:50,0,50.60.140.53,4,1753,0,10/31/2021 9:50,R_1FnZ8bgM9Jar9Vr,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 9:13,10/24/2021 9:57,0,86.108.32.99,4,2654,0,10/31/2021 9:58,R_3Gj3rcvKaUbYiH8,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 9:41,10/24/2021 9:58,0,109.177.149.128,4,1033,0,10/31/2021 9:58,R_2Tz1jZMUW8ezwWS,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 17:06,10/24/2021 17:06,0,24.243.67.193,4,5,0,10/31/2021 17:06,R_2ZELnnK9GvH0rbQ,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 17:06,10/24/2021 17:06,0,69.118.162.134,4,6,0,10/31/2021 17:06,R_3KZwKDj8J93mYf9,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 17:06,10/24/2021 17:06,0,216.230.40.122,4,9,0,10/31/2021 17:06,R_egM0MxWUqxtCVvb,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 17:06,10/24/2021 17:06,0,104.39.222.176,4,29,0,10/31/2021 17:06,R_2f0vyrpc7V6TdrR,,,,,,,qr,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 17:06,10/24/2021 17:07,0,104.39.112.254,23,48,0,10/31/2021 17:07,R_2qg9YVV1haJZwvj,,,,,,,qr,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/24/2021 17:06,10/24/2021 17:07,0,76.127.181.53,21,83,0,10/31/2021 17:07,R_dbB0zku1pTGJb8Z,,,,,,,qr,EN,1,2,1,4,4,Cybersecurity ,7,7,2,7,7,4,3,10,,,,,,,,,,,,
5,10/24/2021 17:06,10/24/2021 17:08,0,184.185.222.15,23,106,0,10/31/2021 17:08,R_1Q9oIi3J9zGQW1w,,,,,,,qr,EN,1,2,1,1,3,Computer science ,1,4,2,5,0,5,3,10,,,,,,,,,,,,
5,10/24/2021 17:08,10/24/2021 17:09,0,129.21.62.160,4,8,0,10/31/2021 17:09,R_RPivUBzMd01gIgh,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
