WaveYear,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q23,Q24,Q25,Q26,Q27,Q28,Q29_1,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q31_NPS_GROUP,Q31,Q33_1,Q33_2,Q33_3,Q33_4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q17,Q9 - Parent Topics
,"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2011""}","{""ImportId"":""QID2012""}","{""ImportId"":""QID2013""}","{""ImportId"":""QID2014""}","{""ImportId"":""QID2015""}","{""ImportId"":""QID2016_TEXT""}","{""ImportId"":""QID2017_1""}","{""ImportId"":""QID2017_4""}","{""ImportId"":""QID2017_5""}","{""ImportId"":""QID2017_6""}","{""ImportId"":""QID2017_7""}","{""ImportId"":""QID2017_8""}","{""ImportId"":""QID2019_NPS_GROUP""}","{""ImportId"":""QID2019""}","{""ImportId"":""QID2021_1""}","{""ImportId"":""QID2021_2""}","{""ImportId"":""QID2021_3""}","{""ImportId"":""QID2021_4""}",,,,,,,"{""ImportId"":""QID2005""}","{""ImportId"":""QID8_TEXT_98d09e12885144e18ddbbbc2ParTopics""}"
5,10/11/2020 15:13,10/11/2020 15:13,0,73.249.55.65,4,46,0,10/18/2020 15:14,R_By2iccJjXxSNflD,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/11/2020 15:13,10/11/2020 15:13,0,68.205.105.221,4,35,0,10/18/2020 15:14,R_3Gg4SIzf3mlwYCy,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/11/2020 15:12,10/11/2020 15:14,0,209.166.126.170,26,79,0,10/18/2020 15:14,R_2Y3rA8FyLa2gsIE,,,,,,,anonymous,EN,1,2,1,1,3,Mathematics and Computer Science,7,3,,2,,7,1,5,,,,,,,,,,,,
5,10/11/2020 15:11,10/11/2020 15:14,0,97.102.253.1,23,205,0,10/18/2020 15:14,R_33rmHnWB7q5lOVi,,,,,,,anonymous,EN,1,2,1,1,4,Computer Science,1,1,1,5,0,2,3,10,,,,,,,,,,,,
5,10/11/2020 15:12,10/11/2020 15:14,0,209.166.126.170,49,120,0,10/18/2020 15:15,R_eWBWzPIqkujZabn,,,,,,,anonymous,EN,1,1,1,3,1,"Computer Science, Mathematics",3,4,2,4,,6,2,7,,,,,,,,,,,,
5,10/11/2020 15:12,10/11/2020 15:15,0,208.64.158.255,26,164,0,10/18/2020 15:15,R_2S6lwhnPaja49uz,,,,,,,anonymous,EN,1,2,1,2,1,Computer Science,0,5,1,2,7,7,3,10,,,,,0.8,1,1,1,1,1,,
5,10/11/2020 15:12,10/11/2020 15:16,0,107.77.237.127,23,185,0,10/18/2020 15:16,R_3OrDbFlSqdc3vWU,,,,,,,anonymous,EN,1,1,1,3,3,Cybersecurity ,1,1,0,2,7,3,3,10,,,,,,,,,,,,
5,10/11/2020 15:12,10/11/2020 15:19,0,108.207.10.214,23,397,0,10/18/2020 15:19,R_2Xhg2YhpnZ2gX8I,,,,,,,anonymous,EN,1,2,1,3,1,Cybersecurity,3,2,1,4,4,1,3,10,,,,,,,,,,,,
5,10/11/2020 15:20,10/11/2020 15:20,0,70.171.42.254,4,10,0,10/18/2020 15:21,R_rlHxsMepAdExl3b,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/11/2020 15:11,10/11/2020 15:21,0,97.102.213.253,49,606,0,10/18/2020 15:21,R_sTeu0QXn3RuIqkh,,,,,,,anonymous,EN,1,2,3,3,3,Computer Engineering,7,5,1,7,4,7,3,10,,,,,0.71,1,,,,,,
5,10/11/2020 15:11,10/11/2020 15:23,0,132.177.238.70,36,739,0,10/18/2020 15:23,R_3ZRS2TMSSvsEmVH,,,,,,,qr,EN,1,2,1,1,1,CS,5,2,1,5,0,2,1,6,,,,,1,0.47,0.57,1,0.25,0.2,,
5,10/11/2020 15:12,10/11/2020 15:23,0,47.218.223.116,36,652,0,10/18/2020 15:23,R_28GJFIPg6kosMlA,,,,,,,anonymous,EN,1,4,1,3,1,Computer Science and Engineering,6,4,4,7,4,7,1,3,,,,,0.81,0.1,1,0.91,0.8,0.6,,
5,10/11/2020 15:12,10/11/2020 15:37,0,128.194.3.233,32,1449,0,10/18/2020 15:37,R_3iJdGJMUCgMQHam,,,,,,,anonymous,EN,1,4,1,3,1,Computer Science,7,3,1,7,7,7,2,8,,,,,0.62,1,1,0.81,0.8,1,,
5,10/11/2020 16:03,10/11/2020 16:03,0,70.185.195.19,4,6,0,10/18/2020 16:03,R_1DP7iEJpZGnVZaH,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/11/2020 16:03,10/11/2020 16:03,0,153.33.22.101,4,15,0,10/18/2020 16:03,R_2aPJKrfqWd7f9TY,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/11/2020 16:02,10/11/2020 16:04,0,98.195.211.186,21,108,0,10/18/2020 16:04,R_29tQ4shYkmAKuXa,,,,,,,qr,EN,1,2,1,3,3,Computer Science,1,3,1,3,7,7,2,7,,,,,,,,,,,,
5,10/11/2020 16:03,10/11/2020 16:04,0,45.131.192.240,23,104,0,10/18/2020 16:04,R_3FXoZT55LYt008q,,,,,,,qr,EN,1,2,1,2,3,Computer Science,3,1,1,5,0,2,3,10,,,,,,,,,,,,
5,10/11/2020 16:03,10/11/2020 16:06,0,134.129.19.227,62,149,0,10/18/2020 16:06,R_2R9S2XNFQR1ryYw,,,,,,,anonymous,EN,1,2,1,1,1,Computer Science,1,1,0,3,0,,2,7,,,,,0.5,0.8,0.8,0.7,0.85,0.51,,
5,10/11/2020 16:03,10/11/2020 16:06,0,173.227.72.100,23,197,0,10/18/2020 16:07,R_3MrGIuNKjRTfIXt,,,,,,,anonymous,EN,1,2,1,2,1,Computer Science,0,2,,3,,5,2,8,,,,,,,,,,,,
5,10/11/2020 16:04,10/11/2020 16:07,0,24.149.31.207,23,171,0,10/18/2020 16:07,R_3MFlU8XIZx539rF,,,,,,,qr,EN,1,2,1,2,3,Computer Science,7,7,7,3,1,7,3,10,,,,,,,,,,,,
5,10/11/2020 16:02,10/11/2020 16:07,0,134.161.49.16,36,306,0,10/18/2020 16:08,R_3MFDKQBWM54QM8b,,,,,,,qr,EN,1,2,1,2,3,Computer Science,3,6,1,4,3,3,3,10,,,,,0.75,0.88,1,0.66,1,0.93,,
5,10/11/2020 16:04,10/11/2020 16:07,0,72.210.98.94,21,177,0,10/18/2020 16:08,R_O8TlV4LOkTtBlXb,,,,,,,anonymous,EN,1,1,1,2,3,Computer Science,1,2,1,3,3,3,2,8,,,,,,,,,,,,
5,10/11/2020 16:04,10/11/2020 16:09,0,150.201.207.72,36,273,0,10/18/2020 16:10,R_3j1FXf1GG9A6K1A,,,,,,,qr,EN,1,1,1,2,3,Cybersecurity ,2,3,1,7,7,2,2,8,,,,,0.2,0.7,0.6,0.3,0.9,1,,
5,10/11/2020 16:03,10/11/2020 16:09,0,66.109.112.243,62,371,0,10/18/2020 16:10,R_1OPI8qsq5bfo80w,,,,,,,qr,EN,1,1,1,2,3,computer science,3,3,0,5,3,2,3,10,,,,,0.4,0.81,0.92,0.68,1,0.95,,
5,10/11/2020 16:03,10/11/2020 16:13,0,70.179.167.221,36,565,0,10/18/2020 16:13,R_1DUqCmJgN0g7O6J,,,,,,,anonymous,EN,1,2,1,4,3,Computer Science/Cyber Security,5,4,1,6,3,3,2,8,,,,,0.86,0.76,0.85,0.86,0.85,0.86,,
5,10/11/2020 16:02,10/11/2020 16:12,0,134.129.227.134,23,566,0,10/18/2020 16:13,R_1M0pTStgt7bbKkg,,,,,,,qr,EN,1,2,1,1,3,Computer Science,7,2,0,3,,7,2,7,,,,,,,,,,,,
5,10/11/2020 16:03,10/11/2020 16:12,0,100.11.169.180,49,522,0,10/18/2020 16:13,R_OJCT2FkyQHKNUeR,,,,,,,anonymous,EN,1,2,1,1,1,Computer Science,7,7,2,2,0,7,1,6,,,,,0.5,0.61,0.58,0.29,0.32,0.45,,
5,10/11/2020 16:06,10/11/2020 16:12,0,150.201.214.168,36,399,0,10/18/2020 16:13,R_2ZU240oox6bWCok,,,,,,,qr,EN,1,2,1,3,3,Cyber security,1,2,0,2,2,7,3,10,,,,,0.45,1,0.34,0.33,0.5,1,,
5,10/11/2020 16:03,10/11/2020 16:13,0,102.67.15.28,57,636,0,10/18/2020 16:14,R_2TGlOWcviAxoFvE,,,,,,,qr,EN,1,2,1,1,3,Computing and Security Technology ,,1,,3,0,4,2,8,,,,,0.4,0.34,0.76,0.77,0.86,0.92,,
5,10/11/2020 16:02,10/11/2020 16:14,0,107.77.237.86,36,710,0,10/18/2020 16:14,R_2qxerwSfjJflWSW,,,,,,,qr,EN,1,1,1,2,1,Computer Science,5,1,,7,4,3,3,10,,,,,0.73,0.95,1,0.93,1,1,,
5,10/11/2020 16:04,10/11/2020 16:14,0,134.129.227.202,25,587,0,10/18/2020 16:15,R_2EsAMj7A7msONg0,,,,,,,qr,EN,1,2,1,2,3,Computer Science,3,2,0,5,0,1,3,10,,,,,,,,,,,,
5,10/11/2020 15:12,10/11/2020 18:29,0,132.177.238.53,30,11777,0,10/18/2020 18:29,R_2gzjvsjwaF5DkQh,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science,4,2,1,5,0,5,3,10,,,,,0.75,0.55,0.7,0.8,0.55,0.7,,
5,10/11/2020 16:04,10/12/2020 0:25,0,52.119.107.2,62,30033,0,10/19/2020 0:25,R_30qnwxVtnfhrXBw,,,,,,,anonymous,EN,1,2,1,1,1,Electrical and Computer Engineering,,4,,1,0,7,3,10,,,,,,,,,,,,
5,10/11/2020 15:14,10/12/2020 9:11,0,70.191.171.18,36,64621,0,10/19/2020 9:11,R_31cSbVj3hcBDdJV,,,,,,,anonymous,EN,1,2,2,2,1,Cybersecurity,1,1,0,2,7,7,3,10,,,,,0.61,1,1,0.71,1,1,,
5,10/11/2020 15:10,10/12/2020 9:48,0,173.27.186.43,36,67070,0,10/19/2020 9:48,R_sM2Li5xBXiyRrvb,,,,,,,qr,EN,1,2,1,2,3,Computer Science,0,1,0,2,0,1,2,7,,,,,0,0.49,0,0.14,0,0.02,,
5,10/18/2020 6:18,10/18/2020 6:27,0,86.108.20.221,36,555,0,10/25/2020 6:27,R_3CzPjkj8E3TgASZ,,,,,,,qr,EN,1,2,1,4,1,,3,3,0,2,2,4,2,8,,,,,0.64,0.57,0.84,0.81,0.73,0.68,,
5,10/18/2020 6:22,10/18/2020 6:31,0,176.28.170.251,75,558,0,10/25/2020 6:31,R_2fdrWbFuniSpQDn,,,,,,,qr,EN,1,2,1,3,3,Computer Engineering,7,7,0,,0,4,2,8,,,,,0.81,,,,,,,
5,10/18/2020 6:18,10/18/2020 6:33,0,91.186.225.67,36,849,0,10/25/2020 6:34,R_0lK7TG1DGtqDcel,,,,,,,qr,EN,1,2,1,4,3,Networks and information security engineering ,4,6,2,2,3,7,3,10,,,,,0.77,0.79,0.75,0.82,0.69,0.58,,
5,10/18/2020 6:20,10/18/2020 7:24,0,31.215.1.11,47,3847,0,10/25/2020 7:25,R_27swFABHWvPO6ek,,,,,,,qr,EN,1,1,1,4,3,Computing Security,2,4,2,3,5,2,3,10,,,,,0.91,1,0.73,0.83,0.57,1,,
5,10/18/2020 6:36,10/18/2020 7:57,0,94.204.238.230,36,4848,0,10/25/2020 7:57,R_3koipGcy2LrFRGD,,,,,,,qr,EN,1,2,1,3,1,Computing Security,1,4,2,4,6,3,3,10,,,,,0.51,0.81,0.69,0.7,0.7,0.71,,
5,10/18/2020 6:16,10/18/2020 10:29,0,217.138.193.102,60,15157,0,10/25/2020 10:29,R_1DT44lu4tG4rQ3Q,,,,,,,qr,EN,1,2,1,4,3,BS of Computing security ,6,5,5,5,6,6,3,10,,,,,0.85,0.84,0.88,0.82,0.86,1,,
5,10/25/2020 18:07,10/25/2020 18:10,0,68.131.72.33,100,182,1,10/25/2020 18:10,R_3Ph6yJytCZOvUso,,,,,36.837493896484375,-76.09760284,anonymous,EN,1,2,1,4,3,Cybersecurity,5,,,5,5,1,2,8,,,,,,,,,,,2,
5,10/25/2020 18:05,10/25/2020 18:10,0,136.37.160.139,100,295,1,10/25/2020 18:10,R_1Ow1opyZNThHdVx,,,,,38.952301025390625,-94.73950195,qr,EN,1,2,1,2,3,Intelligence and Cyber Operations ,,6,0,3,4,4,3,9,,,,,1,0.76,0.76,0.8,0.95,0.99,2,
5,10/25/2020 18:07,10/25/2020 18:11,0,24.190.14.147,100,249,1,10/25/2020 18:11,R_2EiNMlpa7dOcYmI,,,,,41.0742950439453125,-73.48040009,anonymous,EN,1,2,2,1,4,Physics,4,1,1,4,0,2,2,7,,,,,0.18,0.17,0.49,0.12,0.45,0.31,2,
5,10/25/2020 18:06,10/25/2020 18:12,0,47.147.85.243,100,383,1,10/25/2020 18:12,R_4SgymEXDVL4NeUh,,,,,33.8321075439453125,-118.1739044,qr,EN,1,2,3,3,3,Computer science ,7,7,6,7,7,7,3,10,,,,,0.6,1,1,1,1,1,2,
5,10/25/2020 18:06,10/25/2020 18:16,0,50.211.203.182,100,561,1,10/25/2020 18:16,R_YbK2Jn3QiUn2gCt,,,,,37.782501220703125,-122.4349976,anonymous,EN,1,2,1,2,1,Network Security,1,4,,3,3,6,3,10,,,,,0.9,1,0.85,1,0.6,0.9,2,
5,10/25/2020 18:05,10/25/2020 18:17,0,172.88.230.64,100,680,1,10/25/2020 18:17,R_ZgafRXKzGFKBxCx,,,,,33.8578033447265625,-117.7868958,qr,EN,1,2,1,4,3,neuroscience,7,4,1,3,0,3,3,10,,,,,0.5,0.68,0.79,0.64,0.55,0.78,2,
5,10/25/2020 18:06,10/25/2020 18:17,0,136.24.107.116,100,701,1,10/25/2020 18:17,R_2PArbvthS8YcSHh,,,,,37.795806884765625,-122.4203033,qr,EN,1,2,2,3,1,Information Security and Computer Science,4,4,1,4,0,2,2,8,,,,,0.4,0.7,0.8,0.5,0.65,0.81,2,
5,10/25/2020 18:06,10/25/2020 18:18,0,172.249.135.241,100,691,1,10/25/2020 18:18,R_6JdeMDU96wyjW49,,,,,33.884002685546875,-117.894104,anonymous,EN,1,2,1,3,3,Computer Science,1,3,0,5,0,4,3,10,,,,,0.81,1,0.95,0.8,0.9,1,2,
5,10/25/2020 18:06,10/25/2020 18:18,0,23.240.220.73,100,713,1,10/25/2020 18:18,R_21HhqjA14ObgwiR,,,,,34.235992431640625,-118.5234985,qr,EN,1,2,1,1,3,Computer Science,4,3,0,3,0,2,1,4,,,,,0.47,0.7,0.05,0.1,0.25,0.41,2,
5,10/25/2020 18:07,10/25/2020 18:18,0,75.128.63.137,100,665,1,10/25/2020 18:18,R_3kzyiKaGr3Xn8tJ,,,,,34.0659942626953125,-117.8927994,anonymous,EN,1,2,1,2,3,CS,7,2,0,4,0,1,2,7,,,,,1,1,1,1,1,1,2,
5,10/25/2020 18:06,10/25/2020 18:19,0,104.179.213.139,100,752,1,10/25/2020 18:19,R_2CPvxN45gx1iGHj,,,,,37.72009277,-122.4413986,anonymous,EN,1,2,2,1,1,Undeclared,0,1,,2,4,4,2,8,,,,,0.8,0.9,0.8,0.8,0.9,0.1,2,
5,10/25/2020 18:06,10/25/2020 18:20,0,24.20.126.130,100,787,1,10/25/2020 18:20,R_PCdVwHsSmbUrZId,,,,,45.5032959,-122.7743988,anonymous,EN,1,4,1,1,1,Mathematics,0,2,0,6,0,3,1,6,,,,,0.6,0.8,0.8,0.8,0.8,0.8,2,
5,10/25/2020 18:06,10/25/2020 18:20,0,162.192.40.230,100,805,1,10/25/2020 18:20,R_3gX93kKMW4Yn0Sz,,,,,33.878204345703125,-117.9566956,anonymous,EN,1,2,1,4,1,Business Administration with a Focus on Computer Information Systems,7,4,4,3,4,7,3,10,,,,,0.55,1,0.83,0.53,1,1,2,
5,10/25/2020 18:06,10/25/2020 18:21,0,76.174.142.212,100,890,1,10/25/2020 18:21,R_33y6Q9jRmS3GZoh,,,,,34.197906494140625,-118.5371017,anonymous,EN,1,4,1,3,1,Intelligence & Cyber Operations,3,3,2,5,0,7,2,8,,,,,0.51,1,0.21,0.21,0.22,1,2,
5,10/25/2020 18:05,10/25/2020 18:21,0,8.45.42.70,100,962,1,10/25/2020 18:21,R_2czHihMFuGQk8ex,,,,,37.7505950927734375,-122.4121017,qr,EN,1,2,3,3,1,Computer Science/Information Security,3,2,0,2,2,7,3,9,,,,,0.61,0.69,0.85,0.84,0.85,0.87,2,
5,10/25/2020 18:06,10/25/2020 18:22,0,209.107.191.169,100,932,1,10/25/2020 18:22,R_25FpGuTmemRgoTu,,,,,37.810699462890625,-122.2478943,anonymous,EN,1,4,13,4,3,Cybersecurity,7,2,0,1,3,7,3,10,,,,,0.3,0.83,0.45,0.22,0.21,0.28,2,
5,10/18/2020 6:17,10/21/2020 7:11,0,37.245.217.165,34,262427,0,10/28/2020 7:11,R_2amHi9rIynJ1cnd,,,,,,,qr,EN,1,2,2,4,3,Computing Security,7,3,1,4,7,5,3,10,,,,,0.7,0.83,0.91,0.66,0.81,0.92,,
5,11/1/2020 15:11,11/1/2020 15:16,0,71.199.97.130,100,315,1,11/1/2020 15:16,R_2sZlusCZ9uzxOYq,,,,,40.432403564453125,-79.92469788,anonymous,EN,1,2,1,4,2,Information Security,7,4,2,5,7,5,3,9,,,,,0.7,0.9,0.9,0.8,0.76,0.66,2,
5,11/1/2020 15:12,11/1/2020 15:19,0,174.224.131.190,100,438,1,11/1/2020 15:19,R_31NsrhmKmJCXPO8,,,,,42.9752044677734375,-78.88159943,anonymous,EN,1,2,4,2,4,CSE,1,1,,5,5,5,3,10,,,,,,,,0,,,,
5,11/1/2020 15:12,11/1/2020 15:19,0,131.204.20.109,100,412,1,11/1/2020 15:19,R_1gOLkQmlVwPQwAP,,,,,32.54840087890625,-85.46820068,anonymous,EN,3,,,,,,0,,,,,,,,,,,,,,,,,,,
5,11/1/2020 15:12,11/1/2020 15:19,0,68.113.89.152,100,433,1,11/1/2020 15:19,R_2sSa63pqHF8cZ7Y,,,,,32.54840087890625,-85.46820068,anonymous,EN,1,2,2,2,2,Computer Science,1,1,0,3,7,7,1,6,,,,,0.2,0.2,0.51,0.2,0.4,0.3,2,
5,11/1/2020 15:11,11/1/2020 15:19,0,184.83.97.96,100,484,1,11/1/2020 15:19,R_bK2JPUWl3OeggZb,,,,,43.52349853515625,-96.7385025,qr,EN,1,2,1,4,4,Computer Science,7,4,2,7,7,7,1,4,,,,,0.8,0.71,0.8,0.83,0.85,0.1,2,
5,11/1/2020 15:13,11/1/2020 15:20,0,138.247.212.11,100,395,1,11/1/2020 15:20,R_1dFHqgsM6DnWZJ4,,,,,44.0099945068359375,-97.11460114,qr,EN,3,2,1,4,1,Cullinary Science,7,7,2,1,7,7,3,9,,,,,,,,,,,2,
5,11/1/2020 15:12,11/1/2020 15:20,0,184.83.97.96,100,505,1,11/1/2020 15:20,R_2tthA04ndMoSSaF,,,,,43.52349853515625,-96.7385025,anonymous,EN,3,2,1,4,4,Computer Science,7,4,0,3,7,7,1,3,,,,,1,1,0.83,0.95,1,1,2,
5,11/1/2020 15:10,11/1/2020 15:21,0,174.198.3.251,100,660,1,11/1/2020 15:21,R_UuvWfV6SmfDCPw5,,,,,40.0171966552734375,-75.08830261,qr,EN,3,2,1,4,4,Cybersecurity ,4,4,5,5,6,6,2,8,,,,,0.64,0.82,0.73,0.7,0.76,0.75,2,
5,11/1/2020 15:11,11/1/2020 15:21,0,108.31.26.181,100,616,1,11/1/2020 15:21,R_Dr6CEhZqW59TeuZ,,,,,38.84759521484375,-77.32810211,anonymous,EN,1,2,1,4,3,Cyber Security Engineering,7,3,3,7,7,5,1,6,,,,,0.62,0.52,0.73,0.76,0.83,0.64,2,
5,11/1/2020 15:11,11/1/2020 15:22,0,100.36.127.251,100,655,1,11/1/2020 15:22,R_2zHEAmoDoGu3lKH,,,,,38.8173065185546875,-77.29049683,anonymous,EN,1,2,1,1,3,Computer Science,7,4,,7,0,7,3,10,,,,,,,,,,,,
5,11/1/2020 15:10,11/1/2020 15:22,0,74.109.245.115,100,705,1,11/1/2020 15:22,R_2PpANxbt8ztO0kV,,,,,40.472503662109375,-79.9108963,qr,EN,1,1,1,1,4,information security,3,4,1,3,7,5,3,10,,,,,0.9,0.56,0.89,0.9,0.8,0.81,2,
5,11/1/2020 15:12,11/1/2020 15:23,0,74.109.193.58,100,665,1,11/1/2020 15:23,R_1DzON6VEo7j3Jmw,,,,,40.432403564453125,-79.92469788,anonymous,EN,1,2,1,2,2,Information Security,3,3,1,2,7,7,3,10,,,,,0.16,0.18,0.18,0.16,0.5,0.53,2,
5,11/1/2020 15:10,11/1/2020 15:24,0,73.213.78.109,100,823,1,11/1/2020 15:24,R_2y1KNi3F1P9kZdE,,,,,39.5493011474609375,-76.1230011,qr,EN,1,2,1,4,3,Cyber Operations,7,3,0,4,5,3,3,9,,,,,0.4,1,1,1,0.85,1,2,
5,11/1/2020 15:14,11/1/2020 15:25,0,75.143.84.199,100,649,1,11/1/2020 15:25,R_OsayGRcjv6OU6ad,,,,,32.54840087890625,-85.46820068,anonymous,EN,3,2,2,3,3,Software Engineering,7,5,1,1,3,7,3,10,,,,,1,1,1,1,1,1,2,
5,11/1/2020 15:12,11/1/2020 15:26,0,172.58.62.193,100,801,1,11/1/2020 15:26,R_UJQUnUEW8u3ddpD,,,,,39.6876068115234375,-104.9103012,qr,EN,3,1,1,1,1,Computer Programming/Analyst,,,,3,0,7,3,10,,,,,0.19,0.87,0.21,0.24,0.11,0.47,2,
5,11/1/2020 15:12,11/1/2020 15:27,0,73.145.149.174,100,858,1,11/1/2020 15:27,R_1MWj7jiAlfzzZSq,,,,,42.7068939208984375,-84.4138031,anonymous,EN,1,2,1,1,3,Computer Science,1,0,0,3,0,2,2,7,,,,,0.05,0.06,0.03,0.02,0.01,0.05,2,
5,11/1/2020 15:12,11/1/2020 15:32,0,100.16.46.98,100,1220,1,11/1/2020 15:32,R_1Qob8dC2syGM1wv,,,,,39.537200927734375,-76.36049652,anonymous,EN,1,2,1,4,3,Computer Security,7,5,2,3,7,7,2,7,,,,,0.97,0.9,0.98,0.98,1,1,2,
5,11/1/2020 15:21,11/1/2020 15:32,0,23.105.170.52,100,681,1,11/1/2020 15:32,R_YcaZaJgQCwouLvz,,,,,38.906402587890625,-77.12779999,anonymous,EN,3,2,1,1,3,Information Systems,0,3,,3,0,5,2,7,,,,,0.51,0.51,0.41,0.5,0.45,0.51,2,
5,10/25/2020 18:05,10/25/2020 18:06,0,24.20.126.130,4,7,0,11/1/2020 17:06,R_WwckMW0yu1MZDTb,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/25/2020 18:07,10/25/2020 18:07,0,73.158.242.162,4,7,0,11/1/2020 17:07,R_1rDiBypFpfQpeqh,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/25/2020 18:06,10/25/2020 18:07,0,107.77.230.106,4,19,0,11/1/2020 17:07,R_2iruDqPGVjrHR9T,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/25/2020 18:06,10/25/2020 18:07,0,73.202.41.154,4,47,0,11/1/2020 17:07,R_21EUTxFtyPDHR9P,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/25/2020 18:06,10/25/2020 18:07,0,75.128.63.137,4,87,0,11/1/2020 17:08,R_DSJcHExoGfOD6Zb,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/25/2020 18:07,10/25/2020 18:08,0,104.35.66.96,4,66,0,11/1/2020 17:08,R_3m36TL4zTZh1egZ,,,,,,,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/25/2020 18:07,10/25/2020 18:08,0,66.215.105.76,4,64,0,11/1/2020 17:08,R_2qdVwpYkBdCwSO1,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,10/25/2020 18:05,10/25/2020 18:08,0,172.58.21.76,23,145,0,11/1/2020 17:08,R_31vhJQ5SBecDX5S,,,,,,,qr,EN,1,2,1,2,1,Computer Science,1,5,1,4,1,2,1,6,,,,,,,,,,,,
5,10/25/2020 18:07,10/25/2020 18:09,0,107.198.184.171,23,150,0,11/1/2020 17:09,R_2uq5UHhiWVxIbNl,,,,,,,anonymous,EN,3,2,1,3,3,Computer Science,6,5,5,6,1,7,3,10,,,,,,,,,,,,
5,10/25/2020 18:09,10/25/2020 18:10,0,23.241.156.79,23,64,0,11/1/2020 17:10,R_1BWpmwS6D7mcr3F,,,,,,,anonymous,EN,1,2,1,4,1,Business,3,3,1,3,7,7,3,10,,,,,,,,,,,,
5,10/25/2020 18:07,10/25/2020 18:11,0,172.119.241.208,25,228,0,11/1/2020 17:11,R_2xyeXICvk3u9Uy8,,,,,,,anonymous,EN,1,2,1,3,3,Business Administration,2,4,0,3,0,7,2,8,,,,,,,,,,,,
5,10/25/2020 18:06,10/25/2020 18:11,0,96.225.156.174,36,267,0,11/1/2020 17:11,R_24oxQMQFyvFyeVK,,,,,,,anonymous,EN,1,2,4,3,1,Cybersecurity,4,3,1,3,6,4,3,10,,,,,1,1,1,1,1,1,,
5,10/25/2020 18:06,10/25/2020 18:11,0,24.25.201.242,30,270,0,11/1/2020 17:11,R_Y96Sa9KjR0wmfBL,,,,,,,anonymous,EN,1,2,2,4,3,CyberSecurity,7,7,3,2,3,7,2,7,,,,,0.8,0.74,0.97,0.83,0.98,1,,
5,10/25/2020 18:10,10/25/2020 18:12,0,71.11.216.167,25,127,0,11/1/2020 17:12,R_yI6BPIHUD0Z7EuR,,,,,,,qr,EN,1,2,1,1,3,Computer Science,3,5,0,4,0,1,3,10,,,,,,,,,,,,
5,10/25/2020 18:05,10/25/2020 18:12,0,128.82.19.2,25,424,0,11/1/2020 17:12,R_2rIzeE5716gkebD,,,,,,,qr,EN,1,2,1,3,1,Cybersecurity,0,3,0,3,6,5,3,10,,,,,0.46,0.78,0.65,0.8,0.63,0.8,,
5,10/25/2020 18:05,10/25/2020 18:14,0,108.184.189.108,53,524,0,11/1/2020 17:14,R_2XifzD9UkDVuWSo,,,,,,,qr,EN,1,2,2,1,3,Computer science ,,3,,4,0,7,3,10,,,,,0.43,1,1,1,1,1,,
5,10/25/2020 18:06,10/25/2020 18:21,0,136.24.148.149,36,872,0,11/1/2020 17:21,R_3DdbiFt4EUvFSxJ,,,,,,,qr,EN,1,2,3,3,3,CNIT,3,5,1,4,7,7,3,10,,,,,0.58,1,0.85,0.49,0.74,0.91,,
5,10/25/2020 18:07,10/25/2020 18:21,0,142.129.143.236,25,884,0,11/1/2020 17:21,R_1lp1k5iqRdqWfEl,,,,,,,anonymous,EN,1,2,1,1,3,Computer Science,3,5,2,7,0,5,3,10,,,,,0.81,0.41,1,0.83,0.5,1,,
